1;"Идентификация и аутентификация пользователей обеспечиваются средствами инсталлированной в Компании системы БС1.
Идентификация и проверка подлинности субъектов доступа при входе в систему осуществляется по идентификатору (коду) и паролю условно-постоянного действия. Требования к парольной защите соответствуют документу ""Требования к применению паролей""."
1;"Идентификация и аутентификация пользователей в Системе должна производиться на основе групп доступа корпоративного каталога AD путем применения технологии единого входа (Single Sign-on) по учетным записям пользователей.
В случае, если пользователь успешно прошёл аутентификацию в AD, но у него отсутствует принадлежность к нужным доменным группам, то в доступе к ИС пользователю должно быть отказано.  
В Системе должны быть предусмотрены технические учетные записи, предназначенные для идентификации и аутентификации субъектов доступа и их авторизации при создании интеграционных связей со смежными системами и при взаимодействии между компонентами системы при необходимости. 
Не допускается применение обезличенных (анонимизированных) учетных записей пользователей системы. Ведение учетных записей в ИС должны удовлетворять требованиям ""Требования к ведению УЗ в системах 1С"". "
0;Идентификация и аутентификация пользователей должны быть обеспечены в соответствии со стандартом Компании «Порядок предоставления доступа к информационным ресурсам и ИТ сервисам».
0;Для доступа из корпоративной сети должна использоваться доменная аутентификация. Должна осуществляться идентификация и проверка подлинности субъектов доступа при входе в систему по идентификатору (коду) и паролю условно-постоянного действия.
0;"В техническом проекте должны быть представлены следующие решения по обеспечению информационной безопасности:
•	идентификация и аутентификация;"
0;Идентификация и аутентификация пользователей должны быть обеспечены в соответствии со стандартом Компании «Порядок предоставления доступа к информационным ресурсам и ИТ сервисам».
1;"Идентификация и аутентификация пользователей в системе должна осуществляться по учетным записям пользователей в корпоративном домене AD при помощи механизмов единого входа - технологии SSO (Single Sign-On)
Идентификации и проверки подлинности субъектов доступа при входе в систему по идентификатору (коду) и паролю условно-постоянного действия, соответствующего требованиям методического документа «Требования к применению паролей». Запретить анонимный доступ к БД."
1;"Идентификация и аутентификация пользователей в ИТ-решении должна осуществляться по учетным записям пользователей в корпоративном домене Active Directory. Должна осуществляться «сквозная» аутентификация пользователей путем применения механизма Single Sign On.
Идентификация и проверка подлинности субъектов доступа при входе в систему осуществляется по идентификатору (коду) и паролю условно-постоянного действия, соответствующего требованиям методического документа «Требования к применению паролей»."
1;Идентификация и аутентификация пользователей должны быть обеспечены в соответствии со стандартом Компании «Предоставление доступа в информационным ресурсам и ИТ сервисам». Процесс авторизации и управления доступом пользователей к системе должен соответствовать процедуре «Контроля предоставления доступа к ИС1». Доступ пользователей к Системе осуществляется в соответствии с назначенными данному пользователю правами доступа. Права доступа назначаются пользователям в соответствии с матрицей доступа.
1;Для аутентификации используется учётная запись из корпоративного каталога пользователей (Active Directory). Сервер ИС1, реализующий бизнес-логику, использует Active Directory как основной способ аутентификации для бизнес-пользователей (по протоколу Kerberos). Для нужд аутентификации приложение Angular получает у браузера билет (ticket) Kerberos, после чего осуществляет вызов сервиса (билет передаётся в HTTP заголовке), который проверяет аутентификационную информацию и при положительном результате возвращает перечень ролей пользователя и возможных режимов работы с веб-интерфейсом («нет доступа», «только чтение», «чтение-запись»). Если аутентификация прошла успешно, то пользователю отображается имя учётной записи. В противном случае он получает ошибку аутентификации.Обмен информацией пользовательского интерфейса с ИС1 сопровождается множественными вызовами REST-сервисов. В заголовках запросов передаётся всё тот же действующий билет Kerberos. 
1;"Идентификация и аутентификация пользователей должна обеспечиваться средствами инсталлированной в Компании системы MS Active Directory.
При голосовом взаимодействии с системой через телефон пользователь определяется по номеру телефона.
Должен обеспечиваться контроль доступа субъектов к защищаемым информационным ресурсам системы в соответствии с правами доступа. Доступ к системе должен контролироваться на уровне пользователя или группы пользователей. Аутентификация в системе должна производиться по персональным именам пользователя (логину) и паролю с использованием технологии SSO-аутентификации (идентификация и аутентификация осуществляется под доменной УЗ. Каждому пользователю может быть предоставлено право на совершение определенных действий с теми или иными типами данных и разделами системы. 
Cогласование доступов должно проходить согласно требованиям положений «Предоставление доступа к информационным ресурсам и ИТ сервисам» через корпоративную систему IDM или оформление бумажных заявок.
Объекты системы, данные и интерфейсы выполнения функций, к которым у пользователя нет доступа, не должны отображаться в системе.
Доступ по ссылкам из системы осуществляется только авторизованными пользователями.
Разграничение прав доступа к информации на портале должно быть реализовано на основе штатных механизмов управления доступом соответствующих программных продуктов. 
Разрешения доступа к порталу выдаются администраторами системы. Кроме того, некоторые сотрудники, могут выдавать права доступа к отдельным элементам портала, если это предусмотрено их функциональными правами.
Дорабатываемая Система должна функционировать только в периметре КСПД. Взаимодействие с внешними ресурсами (в т. ч. в части отправки почтовых уведомлений за пределы периметра КСПД) не подразумевается."
0;""""""
1;"Идентификация и аутентификация пользователей в Системе должна производиться на основе групп доступа корпоративного каталога AD путем применения технологии единого входа (Single Sign-on) по учетным записям пользователей. В случае, если пользователь успешно прошёл аутентификацию в AD, но у него отсутствует принадлежность к нужным доменным группам, то в доступе к ИС пользователю должно быть отказано.  
В Системе должны быть предусмотрены технические учетные записи, предназначенные для идентификации и аутентификации субъектов доступа и их авторизации при создании интеграционных связей со смежными системами и при взаимодействии между компонентами системы при необходимости. Не допускается применение обезличенных (анонимизированных) учетных записей пользователей системы."
1;"Идентификация и аутентификация пользователей обеспечиваются средствами инсталлированной в Компании системы БС1.
Идентификация и проверка подлинности субъектов доступа при входе в систему осуществляется по идентификатору (коду) и паролю условно-постоянного действия. Требования к парольной защите соответствуют документу ""Требования к применению паролей""."
1;"Идентификация и аутентификация пользователей в Системе должна производиться на основе групп доступа корпоративного каталога AD путем применения технологии единого входа (Single Sign-on) по учетным записям пользователей.
В случае, если пользователь успешно прошёл аутентификацию в AD, но у него отсутствует принадлежность к нужным доменным группам, то в доступе к ИС пользователю должно быть отказано.  
В Системе должны быть предусмотрены технические учетные записи, предназначенные для идентификации и аутентификации субъектов доступа и их авторизации при создании интеграционных связей со смежными системами и при взаимодействии между компонентами системы при необходимости. 
Не допускается применение обезличенных (анонимизированных) учетных записей пользователей системы. Ведение учетных записей в ИС должны удовлетворять требованиям ""Требования к ведению УЗ в системах 1С"". "
0;Идентификация и аутентификация пользователей должны быть обеспечены в соответствии со стандартом Компании «Порядок предоставления доступа к информационным ресурсам и ИТ сервисам».
0;Для доступа из корпоративной сети должна использоваться доменная аутентификация. Должна осуществляться идентификация и проверка подлинности субъектов доступа при входе в систему по идентификатору (коду) и паролю условно-постоянного действия.
0;"В техническом проекте должны быть представлены следующие решения по обеспечению информационной безопасности:
•	идентификация и аутентификация;"
0;Идентификация и аутентификация пользователей должны быть обеспечены в соответствии со стандартом Компании «Порядок предоставления доступа к информационным ресурсам и ИТ сервисам».
1;"Идентификация и аутентификация пользователей в системе должна осуществляться по учетным записям пользователей в корпоративном домене AD при помощи механизмов единого входа - технологии SSO (Single Sign-On)
Идентификации и проверки подлинности субъектов доступа при входе в систему по идентификатору (коду) и паролю условно-постоянного действия, соответствующего требованиям методического документа «Требования к применению паролей». Запретить анонимный доступ к БД."
1;"Идентификация и аутентификация пользователей в ИТ-решении должна осуществляться по учетным записям пользователей в корпоративном домене Active Directory. Должна осуществляться «сквозная» аутентификация пользователей путем применения механизма Single Sign On.
Идентификация и проверка подлинности субъектов доступа при входе в систему осуществляется по идентификатору (коду) и паролю условно-постоянного действия, соответствующего требованиям методического документа «Требования к применению паролей»."
1;Идентификация и аутентификация пользователей должны быть обеспечены в соответствии со стандартом Компании «Предоставление доступа в информационным ресурсам и ИТ сервисам». Процесс авторизации и управления доступом пользователей к системе должен соответствовать процедуре «Контроля предоставления доступа к ИС1». Доступ пользователей к Системе осуществляется в соответствии с назначенными данному пользователю правами доступа. Права доступа назначаются пользователям в соответствии с матрицей доступа.
1;Для аутентификации используется учётная запись из корпоративного каталога пользователей (Active Directory). Сервер ИС1, реализующий бизнес-логику, использует Active Directory как основной способ аутентификации для бизнес-пользователей (по протоколу Kerberos). Для нужд аутентификации приложение Angular получает у браузера билет (ticket) Kerberos, после чего осуществляет вызов сервиса (билет передаётся в HTTP заголовке), который проверяет аутентификационную информацию и при положительном результате возвращает перечень ролей пользователя и возможных режимов работы с веб-интерфейсом («нет доступа», «только чтение», «чтение-запись»). Если аутентификация прошла успешно, то пользователю отображается имя учётной записи. В противном случае он получает ошибку аутентификации.Обмен информацией пользовательского интерфейса с ИС1 сопровождается множественными вызовами REST-сервисов. В заголовках запросов передаётся всё тот же действующий билет Kerberos. 
1;"Идентификация и аутентификация пользователей должна обеспечиваться средствами инсталлированной в Компании системы MS Active Directory.
При голосовом взаимодействии с системой через телефон пользователь определяется по номеру телефона.
Должен обеспечиваться контроль доступа субъектов к защищаемым информационным ресурсам системы в соответствии с правами доступа. Доступ к системе должен контролироваться на уровне пользователя или группы пользователей. Аутентификация в системе должна производиться по персональным именам пользователя (логину) и паролю с использованием технологии SSO-аутентификации (идентификация и аутентификация осуществляется под доменной УЗ. Каждому пользователю может быть предоставлено право на совершение определенных действий с теми или иными типами данных и разделами системы. 
Cогласование доступов должно проходить согласно требованиям положений «Предоставление доступа к информационным ресурсам и ИТ сервисам» через корпоративную систему IDM или оформление бумажных заявок.
Объекты системы, данные и интерфейсы выполнения функций, к которым у пользователя нет доступа, не должны отображаться в системе.
Доступ по ссылкам из системы осуществляется только авторизованными пользователями.
Разграничение прав доступа к информации на портале должно быть реализовано на основе штатных механизмов управления доступом соответствующих программных продуктов. 
Разрешения доступа к порталу выдаются администраторами системы. Кроме того, некоторые сотрудники, могут выдавать права доступа к отдельным элементам портала, если это предусмотрено их функциональными правами.
Дорабатываемая Система должна функционировать только в периметре КСПД. Взаимодействие с внешними ресурсами (в т. ч. в части отправки почтовых уведомлений за пределы периметра КСПД) не подразумевается."
0;""""""
1;"Идентификация и аутентификация пользователей в Системе должна производиться на основе групп доступа корпоративного каталога AD путем применения технологии единого входа (Single Sign-on) по учетным записям пользователей. В случае, если пользователь успешно прошёл аутентификацию в AD, но у него отсутствует принадлежность к нужным доменным группам, то в доступе к ИС пользователю должно быть отказано.  
В Системе должны быть предусмотрены технические учетные записи, предназначенные для идентификации и аутентификации субъектов доступа и их авторизации при создании интеграционных связей со смежными системами и при взаимодействии между компонентами системы при необходимости. Не допускается применение обезличенных (анонимизированных) учетных записей пользователей системы."
1;"Идентификация и аутентификация пользователей обеспечиваются средствами инсталлированной в Компании системы БС1.
Идентификация и проверка подлинности субъектов доступа при входе в систему осуществляется по идентификатору (коду) и паролю условно-постоянного действия. Требования к парольной защите соответствуют документу ""Требования к применению паролей""."
1;"Идентификация и аутентификация пользователей в Системе должна производиться на основе групп доступа корпоративного каталога AD путем применения технологии единого входа (Single Sign-on) по учетным записям пользователей.
В случае, если пользователь успешно прошёл аутентификацию в AD, но у него отсутствует принадлежность к нужным доменным группам, то в доступе к ИС пользователю должно быть отказано.  
В Системе должны быть предусмотрены технические учетные записи, предназначенные для идентификации и аутентификации субъектов доступа и их авторизации при создании интеграционных связей со смежными системами и при взаимодействии между компонентами системы при необходимости. 
Не допускается применение обезличенных (анонимизированных) учетных записей пользователей системы. Ведение учетных записей в ИС должны удовлетворять требованиям ""Требования к ведению УЗ в системах 1С"". "
0;Идентификация и аутентификация пользователей должны быть обеспечены в соответствии со стандартом Компании «Порядок предоставления доступа к информационным ресурсам и ИТ сервисам».
0;Для доступа из корпоративной сети должна использоваться доменная аутентификация. Должна осуществляться идентификация и проверка подлинности субъектов доступа при входе в систему по идентификатору (коду) и паролю условно-постоянного действия.
0;"В техническом проекте должны быть представлены следующие решения по обеспечению информационной безопасности:
•	идентификация и аутентификация;"
0;Идентификация и аутентификация пользователей должны быть обеспечены в соответствии со стандартом Компании «Порядок предоставления доступа к информационным ресурсам и ИТ сервисам».
1;"Идентификация и аутентификация пользователей в системе должна осуществляться по учетным записям пользователей в корпоративном домене AD при помощи механизмов единого входа - технологии SSO (Single Sign-On)
Идентификации и проверки подлинности субъектов доступа при входе в систему по идентификатору (коду) и паролю условно-постоянного действия, соответствующего требованиям методического документа «Требования к применению паролей». Запретить анонимный доступ к БД."
1;"Идентификация и аутентификация пользователей в ИТ-решении должна осуществляться по учетным записям пользователей в корпоративном домене Active Directory. Должна осуществляться «сквозная» аутентификация пользователей путем применения механизма Single Sign On.
Идентификация и проверка подлинности субъектов доступа при входе в систему осуществляется по идентификатору (коду) и паролю условно-постоянного действия, соответствующего требованиям методического документа «Требования к применению паролей»."
1;Идентификация и аутентификация пользователей должны быть обеспечены в соответствии со стандартом Компании «Предоставление доступа в информационным ресурсам и ИТ сервисам». Процесс авторизации и управления доступом пользователей к системе должен соответствовать процедуре «Контроля предоставления доступа к ИС1». Доступ пользователей к Системе осуществляется в соответствии с назначенными данному пользователю правами доступа. Права доступа назначаются пользователям в соответствии с матрицей доступа.
1;Для аутентификации используется учётная запись из корпоративного каталога пользователей (Active Directory). Сервер ИС1, реализующий бизнес-логику, использует Active Directory как основной способ аутентификации для бизнес-пользователей (по протоколу Kerberos). Для нужд аутентификации приложение Angular получает у браузера билет (ticket) Kerberos, после чего осуществляет вызов сервиса (билет передаётся в HTTP заголовке), который проверяет аутентификационную информацию и при положительном результате возвращает перечень ролей пользователя и возможных режимов работы с веб-интерфейсом («нет доступа», «только чтение», «чтение-запись»). Если аутентификация прошла успешно, то пользователю отображается имя учётной записи. В противном случае он получает ошибку аутентификации.Обмен информацией пользовательского интерфейса с ИС1 сопровождается множественными вызовами REST-сервисов. В заголовках запросов передаётся всё тот же действующий билет Kerberos. 
1;"Идентификация и аутентификация пользователей должна обеспечиваться средствами инсталлированной в Компании системы MS Active Directory.
При голосовом взаимодействии с системой через телефон пользователь определяется по номеру телефона.
Должен обеспечиваться контроль доступа субъектов к защищаемым информационным ресурсам системы в соответствии с правами доступа. Доступ к системе должен контролироваться на уровне пользователя или группы пользователей. Аутентификация в системе должна производиться по персональным именам пользователя (логину) и паролю с использованием технологии SSO-аутентификации (идентификация и аутентификация осуществляется под доменной УЗ. Каждому пользователю может быть предоставлено право на совершение определенных действий с теми или иными типами данных и разделами системы. 
Cогласование доступов должно проходить согласно требованиям положений «Предоставление доступа к информационным ресурсам и ИТ сервисам» через корпоративную систему IDM или оформление бумажных заявок.
Объекты системы, данные и интерфейсы выполнения функций, к которым у пользователя нет доступа, не должны отображаться в системе.
Доступ по ссылкам из системы осуществляется только авторизованными пользователями.
Разграничение прав доступа к информации на портале должно быть реализовано на основе штатных механизмов управления доступом соответствующих программных продуктов. 
Разрешения доступа к порталу выдаются администраторами системы. Кроме того, некоторые сотрудники, могут выдавать права доступа к отдельным элементам портала, если это предусмотрено их функциональными правами.
Дорабатываемая Система должна функционировать только в периметре КСПД. Взаимодействие с внешними ресурсами (в т. ч. в части отправки почтовых уведомлений за пределы периметра КСПД) не подразумевается."
0;""""""
1;"Идентификация и аутентификация пользователей в Системе должна производиться на основе групп доступа корпоративного каталога AD путем применения технологии единого входа (Single Sign-on) по учетным записям пользователей. В случае, если пользователь успешно прошёл аутентификацию в AD, но у него отсутствует принадлежность к нужным доменным группам, то в доступе к ИС пользователю должно быть отказано.  
В Системе должны быть предусмотрены технические учетные записи, предназначенные для идентификации и аутентификации субъектов доступа и их авторизации при создании интеграционных связей со смежными системами и при взаимодействии между компонентами системы при необходимости. Не допускается применение обезличенных (анонимизированных) учетных записей пользователей системы."
1;"Идентификация и аутентификация пользователей обеспечиваются средствами инсталлированной в Компании системы БС1.
Идентификация и проверка подлинности субъектов доступа при входе в систему осуществляется по идентификатору (коду) и паролю условно-постоянного действия. Требования к парольной защите соответствуют документу ""Требования к применению паролей""."
1;"Идентификация и аутентификация пользователей в Системе должна производиться на основе групп доступа корпоративного каталога AD путем применения технологии единого входа (Single Sign-on) по учетным записям пользователей.
В случае, если пользователь успешно прошёл аутентификацию в AD, но у него отсутствует принадлежность к нужным доменным группам, то в доступе к ИС пользователю должно быть отказано.  
В Системе должны быть предусмотрены технические учетные записи, предназначенные для идентификации и аутентификации субъектов доступа и их авторизации при создании интеграционных связей со смежными системами и при взаимодействии между компонентами системы при необходимости. 
Не допускается применение обезличенных (анонимизированных) учетных записей пользователей системы. Ведение учетных записей в ИС должны удовлетворять требованиям ""Требования к ведению УЗ в системах 1С"". "
0;Идентификация и аутентификация пользователей должны быть обеспечены в соответствии со стандартом Компании «Порядок предоставления доступа к информационным ресурсам и ИТ сервисам».
0;Для доступа из корпоративной сети должна использоваться доменная аутентификация. Должна осуществляться идентификация и проверка подлинности субъектов доступа при входе в систему по идентификатору (коду) и паролю условно-постоянного действия.
0;"В техническом проекте должны быть представлены следующие решения по обеспечению информационной безопасности:
•	идентификация и аутентификация;"
0;Идентификация и аутентификация пользователей должны быть обеспечены в соответствии со стандартом Компании «Порядок предоставления доступа к информационным ресурсам и ИТ сервисам».
1;"Идентификация и аутентификация пользователей в системе должна осуществляться по учетным записям пользователей в корпоративном домене AD при помощи механизмов единого входа - технологии SSO (Single Sign-On)
Идентификации и проверки подлинности субъектов доступа при входе в систему по идентификатору (коду) и паролю условно-постоянного действия, соответствующего требованиям методического документа «Требования к применению паролей». Запретить анонимный доступ к БД."
1;"Идентификация и аутентификация пользователей в ИТ-решении должна осуществляться по учетным записям пользователей в корпоративном домене Active Directory. Должна осуществляться «сквозная» аутентификация пользователей путем применения механизма Single Sign On.
Идентификация и проверка подлинности субъектов доступа при входе в систему осуществляется по идентификатору (коду) и паролю условно-постоянного действия, соответствующего требованиям методического документа «Требования к применению паролей»."
1;Идентификация и аутентификация пользователей должны быть обеспечены в соответствии со стандартом Компании «Предоставление доступа в информационным ресурсам и ИТ сервисам». Процесс авторизации и управления доступом пользователей к системе должен соответствовать процедуре «Контроля предоставления доступа к ИС1». Доступ пользователей к Системе осуществляется в соответствии с назначенными данному пользователю правами доступа. Права доступа назначаются пользователям в соответствии с матрицей доступа.
1;Для аутентификации используется учётная запись из корпоративного каталога пользователей (Active Directory). Сервер ИС1, реализующий бизнес-логику, использует Active Directory как основной способ аутентификации для бизнес-пользователей (по протоколу Kerberos). Для нужд аутентификации приложение Angular получает у браузера билет (ticket) Kerberos, после чего осуществляет вызов сервиса (билет передаётся в HTTP заголовке), который проверяет аутентификационную информацию и при положительном результате возвращает перечень ролей пользователя и возможных режимов работы с веб-интерфейсом («нет доступа», «только чтение», «чтение-запись»). Если аутентификация прошла успешно, то пользователю отображается имя учётной записи. В противном случае он получает ошибку аутентификации.Обмен информацией пользовательского интерфейса с ИС1 сопровождается множественными вызовами REST-сервисов. В заголовках запросов передаётся всё тот же действующий билет Kerberos. 
